absolute_magnitude,color
2.085003393605813,0.964
2.949359042546316,0.325
5.578139050007401,0.759
2.5161444768108066,0.535
1.8872385948175285,0.191
7.739612602101282,1.367
3.0195546143221783,0.391
5.017122557850419,0.65
1.0309500650402832,1.069
1.2557079893223069,1.176
1.3161831035004674,0.921
4.496753539142032,0.735
1.7991726228907012,0.038
3.934327433379533,0.623
0.4271467962206721,0.965
4.78509490293454,0.666
1.776340048310626,0.508
2.8341785164899065,0.384
8.30446531614463,1.311
0.8055205308404041,1.037
3.7778509238498685,0.509
3.336913099151337,0.521
0.5134270729700496,-0.007
0.6168316990071538,0.265
3.118371038048082,0.609
2.1888970689844953,0.315
3.576798777046072,0.446
-0.37893687916856855,1.262
1.321186560700756,-0.016
3.5319100365306273,0.487
3.5069486909227425,0.465
3.7101473527680895,0.512
2.374183544748462,0.426
0.7791085336146004,0.949
2.894559688884218,0.408
4.39842709143571,0.57
3.7951422831266015,0.415
1.086199482676598,0.18
0.4363819436666603,1.293
3.9504060078525836,0.481
3.6441449935395553,0.472
4.226725613163303,0.549
4.202384633774242,0.517
4.142308576974788,0.504
6.767022920937254,1
6.48546128861517,1.05
1.363074191642081,1.136
5.8078737312616155,0.827
5.856480493963883,0.87
6.363530530280677,0.854
3.928193781945204,0.391
5.209045781529042,0.602
4.18906970128462,0.529
4.154660222181242,0.602
3.5556560295326776,0.46
4.119091751730615,0.587
1.621483544748461,0.097
1.800775029352966,0.041
2.360380342940541,0.444
1.9569108092427925,1.001
5.2953490705554,0.726
2.905322177851314,0.461
4.309898447655224,0.575
2.5850187774347475,0.435
7.983322678040501,1.31
4.119387956979507,0.505
3.5608402556932823,0.517
8.657758555294691,1.392
3.2267295203801467,0.368
3.5540648722531927,0.466
4.2937034352750665,0.563
5.309902811726797,0.78
2.9222319219865653,0.264
2.6935281468807073,0.297
3.5396926244019706,0.447
-1.026882103636325,-0.098
4.456375432865409,0.551
3.012589903599544,0.817
3.5709987770460714,0.469
2.700477726393405,0.947
6.303915074242575,0.94
4.061328136699224,0.476
3.71957741169944,0.639
4.991590243431473,0.648
2.392265936588018,0.445
-1.1266216398240712,1.587
3.8264883551418016,0.824
0.725663120831431,0.394
4.454644606891371,0.636
-2.008217488616788,-0.123
-2.68698655252878,-0.196
1.092318099158632,1.17
4.311709066020159,0.605
1.737420093151382,0.325
3.7342927521149765,0.641
-1.4777963524574975,0.886
4.0523434120161,0.723
1.8224416785550943,0.188
0.4849793480039448,0.021
2.3532964303094097,0.638
1.0098853914119257,1.101
5.202802835782034,0.605
4.353542969019287,0.463
2.3395143006022785,0.181
2.3115134060062132,0.611
4.15466707068753,0.554
8.69946225480837,1.424
3.5710218197407233,0.482
3.61632258372725,0.524
2.2477144567536484,0.198
2.9818923537639854,0.496
3.4469527064368553,0.49
-0.31814746618442413,-0.129
0.9947563001370465,0.871
4.613927091435713,0.59
3.220741585300468,0.423
3.0096030090769936,0.347
1.5745041096159902,0.114
2.9577645031916333,0.405
5.011515078449381,0.754
5.230909066020159,0.63
4.139474336920898,0.7
2.38055272797034,0.231
2.42739626772857,0.471
4.008525137753438,0.633
3.3458814579858966,0.377
5.811322513491376,0.85
5.593392903979005,0.68
4.6731555821198185,0.59
3.978858466644514,0.518
4.071905756274912,0.538
7.817166129698844,1.143
2.6999410372007766,0.432
7.062415362095642,1.278
1.7258991479442347,0.744
3.893967140502589,0.551
2.172637439295258,0.542
1.304122583727251,1.142
3.774796735478681,0.519
9.582059475631485,1.476
0.30130618687793564,1.199
4.713621630626555,0.584
4.331538022019789,0.521
1.4606311759153332,1.122
3.4016317874351145,0.571
4.032796712163499,0.564
0.7844347446182347,0.026
4.160298168798882,0.677
5.224663495317419,0.71
4.935470071471288,0.638
3.669354478993469,0.63
3.975435317696874,0.718
0.26573047228378854,1.091
5.477586782198895,0.747
3.8426264522554145,0.531
6.308555371543314,0.937
4.224824315240802,0.539
3.740462633335609,0.458
1.1139865607007557,1.05
1.889167961403956,0.122
0.274477556930556,0.891
6.41580902086622,0.93
4.015655941622148,0.528
5.08497682611881,0.64
1.0407476492593268,0.072
9.177173879171981,1.432
2.814468272426378,0.647
3.729036482603714,0.579
0.6241850160471003,0.298
4.105850047705502,0.528
2.040791486472653,0.495
1.637144115683249,0.131
4.580287619909779,0.647
1.2977188641551258,0.365
4.827429630315741,0.531
3.6335639705905844,0.452
-0.003153203779328706,1.042
5.062625137753438,0.677
3.888558671331225,0.491
0.8036312987011822,1.348
4.322266826574467,0.543
3.267083544748461,0.425
2.4282776459236217,0.515
1.0589416785550938,0.343
5.187642234537744,0.702
1.8985734835789252,1.318
1.2179944984908992,1.077
3.760146752860482,0.529
0.8617753211198842,1.181
9.311796897712036,1.44
3.3639166314536197,0.752
4.806729285965613,0.716
-0.020560074481593915,0.024
5.5077295203801455,0.693
5.156330951986721,0.674
1.359764274481213,0.17
7.273828105372708,1.13
-0.1454652311354181,1.019
3.6933585846108485,0.491
2.640859748359521,0.311
1.0749445635311812,0.921
2.5889894613805,0.509
0.9903314356226716,1.144
1.4209338965699558,0.139
4.416702835782033,0.552
4.344793099157394,0.571
-0.7828915556636282,-0.113
5.372089541507254,0.664
3.464241037200777,0.516
3.6891484981456024,0.414
0.7775027472679081,1.079
3.150062215220462,0.389
4.961207578952493,0.655
4.406748842086353,0.771
-2.204310097225596,-0.069
3.1684773257711,0.35
3.7281785793571753,0.492
5.709232402982742,0.835
1.9675572786427935,0.297
3.6909795617699075,0.569
2.9237485881496603,0.524
4.473641855934664,0.76
6.501785479479022,0.983
4.0386832520382505,0.537
0.45170256251889995,0.022
6.558922377692738,0.96
4.902116752776653,0.666
3.821621815264713,0.603
1.9571484693353174,0.218
0.8340423212581207,0.078
5.079674985992778,0.677
6.435241833162237,0.905
5.021832420402262,0.635
4.210028146880706,0.545
1.9454157855972056,0.448
3.9098295203801463,0.497
3.4860522179863906,0.504
5.129250569216413,0.642
5.04039110224106,0.637
0.43032268977440324,-0.063
0.8121739267837569,0.978
2.9415195909889675,0.73
0.52364237544408,0.181
3.0914801873253097,0.964
1.5309126008449603,1.17
1.2685416785550956,1.122
1.809112600844962,0.16
2.7566887416213373,0.848
5.084142809305641,0.651
-1.503753548010497,1.559
1.3901438481630208,1.225
2.6439180991586326,0.458
3.439672791954928,0.424
4.996843678004588,0.569
5.4238234534162935,0.822
1.831587593979588,0.561
4.119439267998494,0.577
1.9567374392952566,0.717
0.980762395435967,0.987
1.1693319219865668,0.27
0.4313863074434714,1.1
4.526528301841832,0.539
0.6694134060062122,1.3
-1.4620981631247876,-0.066
3.9309047646137234,0.83
3.804952727970342,0.753
2.8437095804689747,0.521
2.1487310874477767,0.313
3.1927404845579783,0.512
0.4502025846870694,-0.058
5.1204192402384905,0.774
2.0903309236833394,1.01
0.7545944984908992,0.95
10.264962560084982,1.506
-0.16005802574326822,1.104
6.5152915100231645,0.89
3.814927752770041,0.654
2.498244451914413,0.501
-0.34269358676146133,1.5
2.9039626333356097,0.348
1.128160058210721,0.972
-0.6321740920525336,-0.091
2.718573661795322,0.354
2.2703632957105615,0.363
3.3271859800925796,0.501
9.150242753596899,1.426
14.410840038897554,0.554
1.3871548646211096,0.932
4.01636472108958,0.505
2.2508616878372933,0.944
1.0051742783624569,1.018
1.1004893330387766,1.325
5.9402747548712735,0.769
-0.5206606248748802,0.132
4.427178633612009,0.571
2.0995585119345055,0.277
5.955642318731176,0.733
2.990853887671495,0.312
6.216819467190408,0.9
7.333867372291181,1.157
-1.90153038733094,-0.136
5.747486128890699,0.734
2.3536754921567073,0.609
0.648715294464532,-0.055
4.294184590414051,0.514
4.210247952153406,0.522
1.1433757915582774,0.043
4.472689246318399,0.562
3.488685169514156,0.433
0.8047448060731721,0.903
3.7130544789934703,0.622
0.9686379786149288,0.356
-0.9967491195103193,0.528
4.502206413238538,0.705
4.051235104733003,0.447
3.311598777046072,0.494
1.458360457498248,0.274
2.313694047122782,0.307
5.449563362394342,0.663
4.254421633966752,0.601
0.854790032854968,1.069
2.1889527707417518,0.49
7.6916652259609,1.194
3.71308634697259,0.593
6.259022557850422,0.954
3.7600641702152284,0.559
3.3305567293488707,0.557
9.411572899257159,1.363
3.5693916069805613,0.602
4.290072002765912,0.66
8.090942275370985,1.29
6.960823440641658,1.069
1.907879800537426,0.339
5.559420581806485,0.78
5.295321644372054,0.641
2.928898882243333,0.471
2.842541686690332,0.486
1.4845337652992399,1.375
9.100972593488727,1.44
4.172026452255414,0.586
3.2685471399966595,0.479
2.832359087700251,0.486
2.832785434772113,0.518
2.2109981509842456,0.493
2.0820364392435273,0.077
3.989324580692415,0.654
2.590410282662077,0.436
5.565682143582716,0.707
3.7876207303519607,0.595
0.37798632553284683,0.028
3.87085272239327,0.624
4.469048755365979,0.576
4.513779307645706,0.571
6.545692860618818,0.936
3.5425721188024433,0.54
2.879859087700252,0.368
2.9865504326417494,0.678
2.9321365948587577,0.321
5.827287851443618,0.8
4.534798232753779,0.575
2.7492090177520225,0.362
1.5529374044062774,0.327
1.0649986707224848,1.139
5.764628807839658,0.722
5.107088729887433,0.642
0.8695500216800944,0.121
-1.0424726099806545,1.574
4.021511887803527,0.622
0.7535625899754201,0.991
9.069244159043436,1.435
3.755433408394211,0.425
0.7443821559413575,0.962
5.1266500995320055,0.816
3.5638544863170765,0.483
1.406752857462127,0.29
3.3375242566823644,0.505
0.9124242566823639,0.105
5.22542336310465,0.652
3.3100175674805854,0.987
-0.026053757523094134,1.216
1.4491866737408792,1.095
2.9144571631720133,0.985
3.2401048429410153,0.481
2.8806082187324993,0.241
4.630841833162236,0.991
3.1892983832266193,0.5
7.566911077012776,1.15
0.01043922344815229,1.546
2.785279800537424,0.293
2.4860239362301932,0.201
4.46852529943979,0.7
2.8887169383427267,0.498
-0.3339035673080666,1.52
3.5281024933312164,0.409
0.044431705016616974,1.093
8.096882263501335,1.3
1.6761048429410152,0.133
-0.6631914663854008,1.505
2.138904803414462,0.93
1.501202747267909,0.444
4.257037266682728,0.53
2.428054513964387,0.554
1.1370338965699567,0.962
-0.14166007472036313,1.376
3.599347047304402,0.47
4.668499038625125,0.63
1.339103009076993,0.114
4.377410809242793,0.573
4.659371669791081,0.667
6.521556939925375,0.942
4.026361678890272,0.808
3.8537216339667513,0.542
6.688534720242281,0.967
4.5846525583714985,0.568
0.8474007720892125,0.957
4.4841854347721135,0.631
-3.993167775094032,-0.046
0.9758631208314306,0.292
1.544891486472654,0.124
9.239193747051573,1.43
2.415113193592095,0.375
7.312616540036707,1.025
3.6223457553651386,0.546
3.955399999999999,0.517
0.3217417219152825,0.94
1.4498480036488317,0.12
8.54233639588334,1.3
2.4939090884973325,0.328
4.573914717934684,0.581
8.127608688156773,1.299
6.324948780281961,0.854
1.206511378331946,1.086
6.924252301758578,0.987
3.4242867675621937,0.415
2.157485763348184,1.099
3.8376017489646834,0.454
0.6328941373633441,1.028
2.423480299580353,0.464
2.5218085051295596,0.418
-0.8818600747203629,1.076
2.0566954873810523,1.246
1.9467232838528652,0.14
0.5966753211198839,0.895
3.589670487173729,0.418
4.402568392893155,0.696
0.696271666052148,1.152
2.404768077478538,1
1.6580813637414629,0.209
0.44328891168379414,1.063
0.10576423556199721,0.096
2.6254237529417104,0.499
5.0180642846007135,0.45
11.347084265446963,1.558
0.8178484049067123,-0.008
-2.6209535480104975,-0.154
3.839210313603685,0.503
0.567782155941357,-0.1
0.8232008588095887,0.949
1.684123078492684,1.136
3.9869391812781174,0.5
4.560348464775869,0.557
2.180576625099121,1.085
2.377440988384066,0.174
3.2913497289746,0.41
3.134694273938006,0.609
3.8004153829786578,0.592
4.903227752770041,0.737
5.305088869313931,0.831
5.959707417254656,0.821
1.411548469335317,0.969
2.6926209730077986,0.46
7.5819963110887585,1.107
4.290208139795148,0.52
2.330620093151383,0.177
2.7372171798179803,1.019
7.033864192201811,1.047
3.7741805671590214,0.657
1.5817391367277764,0.393
3.8594800633435753,0.488
1.2547309786691585,0.135
1.6364892029582112,0.13
3.2659315043038593,0.543
3.390979315118967,0.876
4.548235104733003,0.547
4.518610809242791,0.756
-0.23683137354012196,1.185
0.8850734668213125,0.897
3.758926146803951,0.65
2.801025007033939,0.41
2.3603794463896826,0.905
3.856330978669158,0.473
1.7916785164899078,1.184
3.7507961763727167,0.407
3.3402167527766533,0.389
4.331330575944209,0.626
8.018956072892866,1.226
2.4131824246628355,0.492
0.8634726527513674,0.935
3.612473926783755,0.598
3.700576618148961,0.577
1.901999869919436,0.334
8.559737719351833,1.365
1.2773355389689307,0.083
2.109575492156708,0.287
4.348749251237303,0.619
3.747205958619155,0.448
6.530851585918008,0.919
6.101921819740724,0.859
3.1604856040092137,0.498
-0.8105607753616937,1.634
4.5441865731786635,0.591
-0.12441079704178826,-0.043
4.7321860368054836,0.572
3.345150099532006,0.406
6.066854614322178,0.739
0.8498795617699066,0.161
4.154595563276899,0.543
5.7760379466588265,0.756
4.894818587755161,0.649
0.5212942739380075,1.106
3.9305885260438913,0.45
0.866331699007155,0.932
